index,movieId,title,genres
72,89,Nick of Time (1995),Action|Thriller
73,92,Mary Reilly (1996),Drama|Horror|Thriller
74,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance
75,94,Beautiful Girls (1996),Comedy|Drama|Romance
76,95,Broken Arrow (1996),Action|Adventure|Thriller
77,97,"Hate (Haine, La) (1995)",Crime|Drama
78,100,City Hall (1996),Drama|Thriller
79,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
80,102,Mr. Wrong (1996),Comedy
81,104,Happy Gilmore (1996),Comedy
82,105,"Bridges of Madison County, The (1995)",Drama|Romance
83,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
84,110,Braveheart (1995),Action|Drama|War
85,111,Taxi Driver (1976),Crime|Drama|Thriller
86,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
87,113,Before and After (1996),Drama|Mystery
88,116,Anne Frank Remembered (1995),Documentary
89,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama
90,118,If Lucy Fell (1996),Comedy|Romance
91,121,"Boys of St. Vincent, The (1992)",Drama
92,122,Boomerang (1992),Comedy|Romance
93,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
94,125,Flirting With Disaster (1996),Comedy
95,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
96,132,Jade (1995),Thriller
97,135,Down Periscope (1996),Comedy
98,140,Up Close and Personal (1996),Drama|Romance
99,141,"Birdcage, The (1996)",Comedy
100,144,"Brothers McMullen, The (1995)",Comedy
101,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
102,147,"Basketball Diaries, The (1995)",Drama
103,149,Amateur (1994),Crime|Drama|Thriller
104,150,Apollo 13 (1995),Adventure|Drama|IMAX
105,151,Rob Roy (1995),Action|Drama|Romance|War
106,153,Batman Forever (1995),Action|Adventure|Comedy|Crime
107,154,Beauty of the Day (Belle de jour) (1967),Drama
108,155,Beyond Rangoon (1995),Adventure|Drama|War
109,156,Blue in the Face (1995),Comedy|Drama
110,157,Canadian Bacon (1995),Comedy|War
111,158,Casper (1995),Adventure|Children
112,159,Clockers (1995),Crime|Drama|Mystery
113,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
114,161,Crimson Tide (1995),Drama|Thriller|War
115,162,Crumb (1994),Documentary
116,163,Desperado (1995),Action|Romance|Western
117,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
118,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
119,168,First Knight (1995),Action|Drama|Romance
120,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
121,170,Hackers (1995),Action|Adventure|Crime|Thriller
122,171,Jeffrey (1995),Comedy|Drama
123,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
124,173,Judge Dredd (1995),Action|Crime|Sci-Fi
125,175,Kids (1995),Drama
126,176,Living in Oblivion (1995),Comedy
127,177,Lord of Illusions (1995),Horror
128,178,Love & Human Remains (1993),Comedy|Drama
129,179,Mad Love (1995),Drama|Romance
130,180,Mallrats (1995),Comedy|Romance
131,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
132,185,"Net, The (1995)",Action|Crime|Thriller
133,186,Nine Months (1995),Comedy|Romance
134,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery
135,190,Safe (1995),Thriller
136,191,"Scarlet Letter, The (1995)",Drama|Romance
137,193,Showgirls (1995),Drama
138,194,Smoke (1995),Comedy|Drama
139,195,Something to Talk About (1995),Comedy|Drama|Romance
140,196,Species (1995),Horror|Sci-Fi
141,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
142,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
143,204,Under Siege 2: Dark Territory (1995),Action
144,206,Unzipped (1995),Documentary
145,207,"Walk in the Clouds, A (1995)",Drama|Romance
146,208,Waterworld (1995),Action|Adventure|Sci-Fi
147,209,White Man's Burden (1995),Drama
148,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
149,215,Before Sunrise (1995),Drama|Romance
150,216,Billy Madison (1995),Comedy
151,217,"Babysitter, The (1995)",Drama|Thriller
152,218,Boys on the Side (1995),Comedy|Drama
153,222,Circle of Friends (1995),Drama|Romance
154,223,Clerks (1994),Comedy
155,224,Don Juan DeMarco (1995),Comedy|Drama|Romance
156,225,Disclosure (1994),Drama|Thriller
157,227,Drop Zone (1994),Action|Thriller
158,229,Death and the Maiden (1994),Drama|Thriller
159,230,Dolores Claiborne (1995),Drama|Thriller
160,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
161,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
162,233,Exotica (1994),Drama
163,234,Exit to Eden (1994),Comedy
164,235,Ed Wood (1994),Comedy|Drama
165,236,French Kiss (1995),Action|Comedy|Romance
166,237,Forget Paris (1995),Comedy|Romance
167,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
168,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
169,240,Hideaway (1995),Thriller
170,246,Hoop Dreams (1994),Documentary
171,247,Heavenly Creatures (1994),Crime|Drama
172,248,Houseguest (1994),Comedy
173,249,Immortal Beloved (1994),Drama|Romance
174,252,I.Q. (1994),Comedy|Romance
175,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
176,255,"Jerky Boys, The (1995)",Comedy
177,256,Junior (1994),Comedy|Sci-Fi
178,257,Just Cause (1995),Mystery|Thriller
179,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
180,259,Kiss of Death (1995),Crime|Drama|Thriller
181,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
182,261,Little Women (1994),Drama
183,262,"Little Princess, A (1995)",Children|Drama
184,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
185,266,Legends of the Fall (1994),Drama|Romance|War|Western
186,267,Major Payne (1995),Comedy
187,270,Love Affair (1994),Drama|Romance
188,272,"Madness of King George, The (1994)",Comedy|Drama
189,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
190,275,Mixed Nuts (1994),Comedy
191,276,Milk Money (1994),Comedy|Romance
192,277,Miracle on 34th Street (1994),Drama
193,278,Miami Rhapsody (1995),Comedy
194,280,Murder in the First (1995),Drama|Thriller
195,281,Nobody's Fool (1994),Comedy|Drama|Romance
196,282,Nell (1994),Drama
197,287,Nina Takes a Lover (1994),Comedy|Romance
198,288,Natural Born Killers (1994),Action|Crime|Thriller
199,289,Only You (1994),Comedy|Romance
200,290,Once Were Warriors (1994),Crime|Drama
201,291,Poison Ivy II (1996),Drama|Thriller
202,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
203,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
204,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
205,299,Priest (1994),Drama
206,300,Quiz Show (1994),Drama
207,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
208,303,"Quick and the Dead, The (1995)",Action|Thriller|Western
209,305,Ready to Wear (Pret-A-Porter) (1994),Comedy
210,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
211,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
212,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
213,312,Stuart Saves His Family (1995),Comedy
214,313,"Swan Princess, The (1994)",Animation|Children
215,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
216,315,"Specialist, The (1994)",Action|Drama|Thriller
217,316,Stargate (1994),Action|Adventure|Sci-Fi
218,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
219,318,"Shawshank Redemption, The (1994)",Crime|Drama
220,319,Shallow Grave (1994),Comedy|Drama|Thriller
221,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
222,322,Swimming with Sharks (1995),Comedy|Drama
223,326,To Live (Huozhe) (1994),Drama
224,327,Tank Girl (1995),Action|Comedy|Sci-Fi
225,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
226,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
227,330,Tales from the Hood (1995),Action|Crime|Horror
228,331,Tom & Viv (1994),Drama
229,332,Village of the Damned (1995),Horror|Sci-Fi
230,333,Tommy Boy (1995),Comedy
231,334,Vanya on 42nd Street (1994),Drama
232,337,What's Eating Gilbert Grape (1993),Drama
233,338,Virtuosity (1995),Action|Sci-Fi|Thriller
234,339,While You Were Sleeping (1995),Comedy|Romance
235,340,"War, The (1994)",Adventure|Drama|War
236,342,Muriel's Wedding (1994),Comedy
237,344,Ace Ventura: Pet Detective (1994),Comedy
238,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
239,346,Backbeat (1993),Drama|Musical
240,347,Bitter Moon (1992),Drama|Film-Noir|Romance
241,348,Bullets Over Broadway (1994),Comedy
242,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
243,350,"Client, The (1994)",Drama|Mystery|Thriller
244,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
245,352,Crooklyn (1994),Comedy|Drama
246,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
247,355,"Flintstones, The (1994)",Children|Comedy|Fantasy
248,356,Forrest Gump (1994),Comedy|Drama|Romance|War
249,357,Four Weddings and a Funeral (1994),Comedy|Romance
250,358,Higher Learning (1995),Drama
251,360,I Love Trouble (1994),Action|Comedy
252,361,It Could Happen to You (1994),Comedy|Drama|Romance
253,362,"Jungle Book, The (1994)",Adventure|Children|Romance
254,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
255,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
256,365,Little Buddha (1993),Drama
257,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
258,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
259,368,Maverick (1994),Adventure|Comedy|Western
260,369,Mrs. Parker and the Vicious Circle (1994),Drama
261,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
262,371,"Paper, The (1994)",Comedy|Drama
263,372,Reality Bites (1994),Comedy|Drama|Romance
264,373,Red Rock West (1992),Thriller
265,374,Richie Rich (1994),Children|Comedy
266,376,"River Wild, The (1994)",Action|Thriller
267,377,Speed (1994),Action|Romance|Thriller
268,378,Speechless (1994),Comedy|Romance
269,379,Timecop (1994),Action|Sci-Fi|Thriller
270,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
271,381,When a Man Loves a Woman (1994),Drama|Romance
272,382,Wolf (1994),Drama|Horror|Romance|Thriller
273,383,Wyatt Earp (1994),Western
274,388,Boys Life (1995),Drama
275,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
276,393,Street Fighter (1994),Action|Adventure|Fantasy
277,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
278,407,In the Mouth of Madness (1995),Horror|Thriller
279,410,Addams Family Values (1993),Children|Comedy|Fantasy
280,412,"Age of Innocence, The (1993)",Drama
281,413,Airheads (1994),Comedy
282,414,"Air Up There, The (1994)",Comedy
283,415,Another Stakeout (1993),Comedy|Thriller
284,416,Bad Girls (1994),Western
285,417,Barcelona (1994),Comedy|Romance
286,419,"Beverly Hillbillies, The (1993)",Comedy
287,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
288,421,Black Beauty (1994),Adventure|Children|Drama
289,422,Blink (1994),Thriller
290,423,Blown Away (1994),Action|Thriller
291,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller
292,427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
293,428,"Bronx Tale, A (1993)",Drama
294,429,Cabin Boy (1994),Comedy
295,431,Carlito's Way (1993),Crime|Drama
296,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
297,433,Clean Slate (1994),Comedy
298,434,Cliffhanger (1993),Action|Adventure|Thriller
299,435,Coneheads (1993),Comedy|Sci-Fi
300,436,Color of Night (1994),Drama|Thriller
301,440,Dave (1993),Comedy|Romance
302,441,Dazed and Confused (1993),Comedy
303,442,Demolition Man (1993),Action|Adventure|Sci-Fi
304,443,"Endless Summer 2, The (1994)",Adventure|Documentary
305,444,Even Cowgirls Get the Blues (1993),Comedy|Romance
306,445,Fatal Instinct (1993),Comedy
307,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
308,448,Fearless (1993),Drama
309,450,With Honors (1994),Comedy|Drama
310,451,Flesh and Bone (1993),Drama|Mystery|Romance
311,452,Widows' Peak (1994),Drama
312,453,For Love or Money (1993),Comedy|Romance
313,454,"Firm, The (1993)",Drama|Thriller
314,455,Free Willy (1993),Adventure|Children|Drama
315,456,Fresh (1994),Crime|Drama|Thriller
316,457,"Fugitive, The (1993)",Thriller
317,461,Go Fish (1994),Drama|Romance
318,463,Guilty as Sin (1993),Crime|Drama|Thriller
319,464,Hard Target (1993),Action|Adventure|Crime|Thriller
320,465,Heaven & Earth (1993),Action|Drama|War
321,466,Hot Shots! Part Deux (1993),Action|Comedy|War
322,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
323,469,"House of the Spirits, The (1993)",Drama|Romance
324,471,"Hudsucker Proxy, The (1994)",Comedy
325,474,In the Line of Fire (1993),Action|Thriller
326,475,In the Name of the Father (1993),Drama
327,477,What's Love Got to Do with It? (1993),Drama|Musical
328,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
329,481,Kalifornia (1993),Drama|Thriller
330,482,Killing Zoe (1994),Crime|Drama|Thriller
331,484,Lassie (1994),Adventure|Children
332,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
333,489,Made in America (1993),Comedy
334,490,Malice (1993),Thriller
335,491,"Man Without a Face, The (1993)",Drama
336,492,Manhattan Murder Mystery (1993),Comedy|Mystery
337,493,Menace II Society (1993),Action|Crime|Drama
338,494,Executive Decision (1996),Action|Adventure|Thriller
339,495,In the Realm of the Senses (Ai no corrida) (1976),Drama
340,497,Much Ado About Nothing (1993),Comedy|Romance
341,500,Mrs. Doubtfire (1993),Comedy|Drama
342,501,Naked (1993),Drama
343,502,"Next Karate Kid, The (1994)",Action|Children|Romance
344,504,No Escape (1994),Action|Drama|Sci-Fi
345,505,North (1994),Comedy
346,506,Orlando (1992),Drama|Fantasy|Romance
347,507,"Perfect World, A (1993)",Crime|Drama|Thriller
348,508,Philadelphia (1993),Drama
349,509,"Piano, The (1993)",Drama|Romance
350,510,Poetic Justice (1993),Drama
351,513,Radioland Murders (1994),Comedy|Mystery|Romance
352,514,"Ref, The (1994)",Comedy
353,515,"Remains of the Day, The (1993)",Drama|Romance
354,516,Renaissance Man (1994),Comedy|Drama
355,517,Rising Sun (1993),Action|Drama|Mystery
356,518,"Road to Wellville, The (1994)",Comedy
357,519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
358,520,Robin Hood: Men in Tights (1993),Comedy
359,521,Romeo Is Bleeding (1993),Crime|Thriller
360,522,Romper Stomper (1992),Action|Drama
361,523,Ruby in Paradise (1993),Drama
362,524,Rudy (1993),Drama
363,527,Schindler's List (1993),Drama|War
364,529,Searching for Bobby Fischer (1993),Drama
365,531,"Secret Garden, The (1993)",Children|Drama
366,532,Serial Mom (1994),Comedy|Crime|Horror
367,533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
368,534,Shadowlands (1993),Drama|Romance
369,535,Short Cuts (1993),Drama
370,537,Sirens (1994),Drama
371,538,Six Degrees of Separation (1993),Drama
372,539,Sleepless in Seattle (1993),Comedy|Drama|Romance
373,540,Sliver (1993),Thriller
374,541,Blade Runner (1982),Action|Sci-Fi|Thriller
375,542,Son in Law (1993),Comedy|Drama|Romance
376,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
377,544,Striking Distance (1993),Action|Crime
378,546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
379,547,Surviving the Game (1994),Action|Adventure|Thriller
380,548,Terminal Velocity (1994),Action|Mystery|Thriller
381,549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
382,550,Threesome (1994),Comedy|Romance
383,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
384,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
385,553,Tombstone (1993),Action|Drama|Western
386,555,True Romance (1993),Crime|Thriller
387,556,"War Room, The (1993)",Documentary
388,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
389,562,Welcome to the Dollhouse (1995),Comedy|Drama
390,569,Little Big League (1994),Comedy|Drama
391,574,Spanking the Monkey (1994),Comedy|Drama
392,575,"Little Rascals, The (1994)",Children|Comedy
393,581,"Celluloid Closet, The (1995)",Documentary
394,585,"Brady Bunch Movie, The (1995)",Comedy
395,586,Home Alone (1990),Children|Comedy
396,587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
397,588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
398,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
399,590,Dances with Wolves (1990),Adventure|Drama|Western
400,592,Batman (1989),Action|Crime|Thriller
401,593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
402,594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
403,595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
404,596,Pinocchio (1940),Animation|Children|Fantasy|Musical
405,597,Pretty Woman (1990),Comedy|Romance
406,599,"Wild Bunch, The (1969)",Adventure|Western
407,605,One Fine Day (1996),Drama|Romance
408,606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
409,608,Fargo (1996),Comedy|Crime|Drama|Thriller
410,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
411,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
412,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
413,612,"Pallbearer, The (1996)",Comedy
414,613,Jane Eyre (1996),Drama|Romance
415,616,"Aristocats, The (1970)",Animation|Children
416,627,"Last Supper, The (1995)",Drama|Thriller
417,628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
418,631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
419,635,"Family Thing, A (1996)",Comedy|Drama
420,637,Sgt. Bilko (1996),Comedy
421,639,Girl 6 (1996),Comedy|Drama
422,640,Diabolique (1996),Drama|Thriller
423,647,Courage Under Fire (1996),Action|Crime|Drama|War
424,648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
425,650,Moll Flanders (1996),Drama
426,653,Dragonheart (1996),Action|Adventure|Fantasy
427,661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
428,662,Fear (1996),Thriller
429,663,Kids in the Hall: Brain Candy (1996),Comedy
430,665,Underground (1995),Comedy|Drama|War
431,671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
432,673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
433,674,Barbarella (1968),Adventure|Comedy|Sci-Fi
434,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
435,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
436,688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
437,691,Mrs. Winterbourne (1996),Comedy|Romance
438,694,"Substitute, The (1996)",Action|Crime|Drama
439,700,Angus (1995),Comedy
440,704,"Quest, The (1996)",Action|Adventure
441,707,Mulholland Falls (1996),Crime|Drama|Thriller
442,708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
443,709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
444,711,Flipper (1996),Adventure|Children
445,714,Dead Man (1995),Drama|Mystery|Western
446,719,Multiplicity (1996),Comedy
447,720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
448,724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
449,728,Cold Comfort Farm (1995),Comedy
450,733,"Rock, The (1996)",Action|Adventure|Thriller
451,735,Cemetery Man (Dellamorte Dellamore) (1994),Horror
452,736,Twister (1996),Action|Adventure|Romance|Thriller
453,737,Barb Wire (1996),Action|Sci-Fi
454,741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
455,742,Thinner (1996),Horror|Thriller
456,743,Spy Hard (1996),Comedy
457,745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
458,748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
459,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
460,753,"Month by the Lake, A (1995)",Comedy|Drama|Romance
461,761,"Phantom, The (1996)",Action|Adventure
462,762,Striptease (1996),Comedy|Crime
463,765,Jack (1996),Comedy|Drama
464,766,I Shot Andy Warhol (1996),Drama
465,778,Trainspotting (1996),Comedy|Crime|Drama
466,780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
467,782,"Fan, The (1996)",Drama|Thriller
468,783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
469,784,"Cable Guy, The (1996)",Comedy|Thriller
470,785,Kingpin (1996),Comedy
471,786,Eraser (1996),Action|Drama|Thriller
472,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
473,798,Daylight (1996),Action|Adventure|Drama|Thriller
474,799,"Frighteners, The (1996)",Comedy|Horror|Thriller
475,800,Lone Star (1996),Drama|Mystery|Western
476,801,Harriet the Spy (1996),Children|Comedy
477,802,Phenomenon (1996),Drama|Romance
478,804,She's the One (1996),Comedy|Romance
479,805,"Time to Kill, A (1996)",Drama|Thriller
480,806,American Buffalo (1996),Crime|Drama
481,810,Kazaam (1996),Children|Comedy|Fantasy
482,818,"Very Brady Sequel, A (1996)",Comedy
483,829,Joe's Apartment (1996),Comedy|Fantasy|Musical
484,830,"First Wives Club, The (1996)",Comedy
485,832,Ransom (1996),Crime|Thriller
486,835,Foxfire (1996),Drama
487,836,Chain Reaction (1996),Action|Adventure|Thriller
488,837,Matilda (1996),Children|Comedy|Fantasy
489,838,Emma (1996),Comedy|Drama|Romance
490,839,"Crow: City of Angels, The (1996)",Action|Thriller
491,841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror
492,848,"Spitfire Grill, The (1996)",Drama
493,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
494,851,Basquiat (1996),Drama
495,852,Tin Cup (1996),Comedy|Drama|Romance
496,858,"Godfather, The (1972)",Crime|Drama
497,861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
498,866,Bound (1996),Crime|Drama|Romance|Thriller
499,879,"Relic, The (1997)",Horror|Thriller
500,880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
501,891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
502,892,Twelfth Night (1996),Comedy|Drama|Romance
503,898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
504,899,Singin' in the Rain (1952),Comedy|Musical|Romance
505,900,"American in Paris, An (1951)",Musical|Romance
506,901,Funny Face (1957),Comedy|Musical
507,902,Breakfast at Tiffany's (1961),Drama|Romance
508,903,Vertigo (1958),Drama|Mystery|Romance|Thriller
509,904,Rear Window (1954),Mystery|Thriller
510,905,It Happened One Night (1934),Comedy|Romance
